fiducial_id,count,mean,median,std,min,max
0.25,14,0.14857142857142908,-0.125,1.6189258411430951,-1.7499999999999964,2.875
1.0,12,0.3591666666666639,0.1624999999999961,1.0508477818438131,-0.7500000000000071,2.8750000000000036
4.0,1,3.749999999999993,3.749999999999993,,3.749999999999993,3.749999999999993
