nominal_fiducial_width,effective_fiducial_width,standard_error,observation_count,mean_residual,residual_sd,rmse,difference,percent_difference
0.25,0.2539431330472103,0.004542254343942156,14,-0.2040573267933762,1.566824733461876,1.5235571203764107,0.003943133047210279,1.5772532188841115
1.0,1.0164208889464816,0.013192832555788611,12,0.0057754524642559995,1.0446402166146729,1.0001835362434845,0.016420888946481638,1.6420888946481638
4.0,4.612244897959182,inf,1,3.552713678800501e-15,,3.552713678800501e-15,0.6122448979591821,15.306122448979554
