notes_id,note_text,observation_id,source_path
NOTE-SRC-0001,"iPhone was used as compass instrument with native apple compass app. No version available. I discovered the quadrant is best used w/ both eyes open. Greater light sensitivity and easier alignment. Same w/ clipboard but take care to choose the right double image.",,attachments/raw_values.txt
